,word,in_dict
950,12gc2n1b90utvafur4owzg,0
951,12h,0
952,12hr,0
953,12hrs,0
954,12in,0
955,12inch,0
956,12inches,0
957,12ish,0
958,12kabob,0
959,12lbs,0
960,12midnight,0
961,12miles,0
962,12min,0
963,12mins,0
964,12minutes,0
965,12mn,0
966,12months,0
967,12mpg,0
968,12nn,0
969,12noon,0
970,12ounce,0
971,12ounces,0
972,12oz,0
973,12p,0
974,12pack,0
975,12pc,0
976,12people,0
977,12piece,0
978,12pk,0
979,12pm,0
980,12pt,0
981,12rh,0
982,12s,1
983,12slices,0
984,12st,0
985,12taxican,0
986,12teen,0
987,12th,1
988,12ths,0
989,12west,0
990,12x,0
991,12x12,0
992,12x15,0
993,12x2,0
994,12x20,0
995,12x6,0
996,12years,0
997,12yo,0
998,12yr,0
999,12yrs,0
